time,field.header.seq,field.header.stamp,field.pose.pose.position.x,field.pose.pose.position.y,field.pose.pose.position.z,field.pose.pose.orientation.x,field.pose.pose.orientation.y,field.pose.pose.orientation.z,field.pose.pose.orientation.w
1718607396353487006,1,1718607396353487255,1.9746269818006112,-4.685407950611448,1.2598654086021162,-0.014157198450487988,-0.0017449236591013952,0.9532791399583,0.3017538902712292
1718607396385442708,2,1718607396385443073,2.0196998952870437,-4.8090856152808135,1.2896136468248622,-0.014272326300983343,-0.001486103251738587,0.9533405697909906,0.30155571655943236
1718607396387089811,3,1718607396387090045,2.0587994199838193,-4.916305675211596,1.3145953470284137,-0.014241971548301703,-0.0015419417107102938,0.9533313233217113,0.30158610152965093
1718607396402500040,4,1718607396402500296,2.0927426896185786,-5.009326728245173,1.3354560152146044,-0.014165012080456367,-0.001714683593151865,0.953290695161935,0.30171719011453535
1718607396428140179,5,1718607396428140423,2.121652009559899,-5.09013584167556,1.3532276141685888,-0.014094562181181292,-0.0018691748728869007,0.953250521391959,0.30184647251239144
1718607396437585309,6,1718607396437585521,2.1467707048531595,-5.160306706486097,1.3678421716159288,-0.014131047491947614,-0.0017913529538690304,0.953261059123896,0.3018119575321082
1718607396447562077,7,1718607396447562290,2.168607579152913,-5.221249606164941,1.37974020625174,-0.0141857069223727,-0.00167648329342178,0.9532817492982957,0.3017446960224169
1718607396506010547,8,1718607396506010764,2.1875942146785743,-5.2740271676720205,1.3890475127223527,-0.01417747991784008,-0.0016812401812633365,0.9532815279673583,0.30174575544794446
1718607396508836926,9,1718607396508837115,2.2041120893792754,-5.319879442197838,1.3963503587141355,-0.014120514184565747,-0.001795590348822329,0.9532512806365493,0.30184330852156
1718607396524843346,10,1718607396524843690,2.2174986702885406,-5.359880505674899,1.3988138499380116,-0.01408710525117186,-0.0018690901450621857,0.9532326514884105,0.30190324957516834
1718607396534584411,11,1718607396534584628,2.229148376195006,-5.394645931953144,1.40016958880077,-0.014097603641886353,-0.0018328907473905093,0.9532406108736935,0.30187784924404804
1718607396550391345,12,1718607396550391573,2.23929127572681,-5.424852300189382,1.4005777325482176,-0.014175860247965771,-0.0016654883554497236,0.9532725835692467,0.3017741747565248
1718607396582484784,13,1718607396582485004,2.2505137952955696,-5.451904386424254,1.401606020200661,-0.014261279438023041,-0.001475596373759246,0.9533063865078846,0.3016643365852388
1718607396646179726,14,1718607396646180046,2.2607720141424172,-5.475398119926865,1.4012414221132978,-0.0141587854743706,-0.0017103835905134747,0.9532623944413765,0.301806909671991
1718607396668381133,15,1718607396668381333,2.2697039436210718,-5.495809336521274,1.4001643580300676,-0.014217935859250236,-0.0016080986757000025,0.953279814341422,0.30174966427112343
1718607396725126630,16,1718607396725127237,2.275427730484886,-5.51152464990361,1.3976950234452101,-0.014090130558165334,-0.0018865268734937538,0.9532199178094405,0.3019432024877739
1718607396794411242,17,1718607396794411489,2.279106437375506,-5.526420174433073,1.3940977503472811,-0.014261407084254381,-0.0014933827771198664,0.9532999528860757,0.30168457352550176
1718607396795178297,18,1718607396795178463,2.2823130862546406,-5.539330628444058,1.390233207383032,-0.014229896371016012,-0.0015584810197870863,0.953288843191149,0.30172083559718266
1718607396796393927,19,1718607396796394083,2.2851148145977693,-5.5505287249544395,1.3861383844098096,-0.014178829774152541,-0.001667680285268208,0.9532655191929936,0.30179633786117094
1718607396810387802,20,1718607396810387994,2.287567156130438,-5.560253139543817,1.3818456517794586,-0.014131087809980802,-0.0017862428212765513,0.9532397389533146,0.3018793165722135
1718607396827189307,21,1718607396827189478,2.289713210053983,-5.567496324883929,1.377440953812172,-0.014084138608067395,-0.0018862922042056627,0.9532178437714207,0.3019500310600292
1718607396888523476,22,1718607396888523655,2.294958114437409,-5.573609712344515,1.3775298859175442,-0.01425710381176239,-0.0015005162808605726,0.9532937786706995,0.30170425086420444
1718607396909182974,23,1718607396909183145,2.2995277345065843,-5.578899099253184,1.3768936507311869,-0.01417601783715692,-0.0017012815549360676,0.9532644278690555,0.3017997294876752
1718607396913504623,24,1718607396913504864,2.30351382568281,-5.58349149540142,1.3756220890217816,-0.014119773523200858,-0.0018131578527701981,0.9532398786011961,0.30187924456416565
1718607396924169573,25,1718607396924169787,2.3066771049217563,-5.58573462279595,1.373713380482209,-0.014083371120844925,-0.0018904098036567395,0.9532294018309374,0.301913551358133
1718607396963344000,26,1718607396963344198,2.3094380956994454,-5.587690686378434,1.3713446531715239,-0.014102356232188716,-0.0018538396908123636,0.9532388858076006,0.30188294653952424
1718607396963813880,27,1718607396963814059,2.311852970791185,-5.589381514085763,1.368589032866424,-0.01417939080020127,-0.0016892694337042238,0.9532685838962138,0.3017865109673107
1718607396964691684,28,1718607396964691954,2.3139651079991324,-5.590833541376779,1.3655124507371994,-0.014232723323373069,-0.0015712083996410275,0.9532919090524162,0.30171094946349764
1718607396969863604,29,1718607396969863797,2.31732162375583,-5.592064268564925,1.361169560427121,-0.014270835037934741,-0.0014961960880729211,0.9533050310186223,0.30166806675412233
1718607396985081600,30,1718607396985081818,2.3202466964133692,-5.593097057003998,1.3567209316327906,-0.01425859064022912,-0.0015175091396323359,0.9533041168740164,0.30167142806374164
1718607397008410743,31,1718607397008410922,2.3227996587364403,-5.593974070349445,1.3521771722465536,-0.014161944355664776,-0.0017303954794958298,0.953265482796455,0.3017968925824009
1718607397014550117,32,1718607397014550360,2.3250298376062495,-5.594729142503042,1.3475564598592522,-0.014114055381598229,-0.00183751172753961,0.9532411423725727,0.3018753740860108
